year,level_1,level_2,value
1994,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,0
1994,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,0
1994,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,0
1994,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
1994,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,21
1994,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,1970
1994,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,3619
1994,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,1232
1994,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,309
1994,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,72
1994,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,19
1994,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,6
1994,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,5
1994,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,4
1994,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,3
1994,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,401
1994,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,4284
1994,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2580
1994,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,690
1994,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,184
1994,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,50
1994,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,14
1994,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,8
1994,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,4
1994,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
1994,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,36
1994,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,417
1994,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1203
1994,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,732
1994,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,227
1994,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,63
1994,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,24
1994,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,4
1994,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,3
1994,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
1994,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,3
1994,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,50
1994,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,190
1994,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,403
1994,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,245
1994,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,89
1994,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,18
1994,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,13
1994,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,7
1994,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
1994,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,1
1994,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,8
1994,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,33
1994,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,66
1994,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,104
1994,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,71
1994,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,28
1994,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,12
1994,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,13
1994,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
1994,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,1
1994,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,1
1994,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,7
1994,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,16
1994,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,14
1994,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,28
1994,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,25
1994,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,24
1994,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,8
1994,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
1994,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
1994,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,0
1994,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,0
1994,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,2
1994,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,2
1994,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,3
1994,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,8
1994,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,13
1994,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,6
1994,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
1994,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
1994,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
1994,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
1994,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,0
1994,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,2
1994,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,1
1994,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,3
1994,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,4
1994,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,4
1994,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
1994,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
1994,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
1994,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
1994,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
1994,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,1
1994,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,0
1994,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,2
1994,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,4
1994,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,7
1995,Total,Grooms Aged Under 20 Years,61
1995,Total,Grooms Aged 20-24 Years,2626
1995,Total,Grooms Aged 25-29 Years,8833
1995,Total,Grooms Aged 30-34 Years,5318
1995,Total,Grooms Aged 35-39 Years,2196
1995,Total,Grooms Aged 40-44 Years,902
1995,Total,Grooms Aged 45-49 Years,349
1995,Total,Grooms Aged 50-54 Years,117
1995,Total,Grooms Aged 55-59 Years,80
1995,Total,Grooms Aged 60 Years & Over,71
1995,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,45
1995,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,221
1995,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,143
1995,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,66
1995,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,14
1995,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,3
1995,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,1
1995,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,0
1995,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,0
1995,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
1995,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,15
1995,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,1962
1995,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,3586
1995,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,1276
1995,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,296
1995,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,81
1995,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,27
1995,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,7
1995,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,3
1995,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,1
1995,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,1
1995,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,393
1995,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,4556
1995,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2500
1995,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,706
1995,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,186
1995,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,60
1995,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,20
1995,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,2
1995,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,3
1995,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
1995,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,44
1995,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,483
1995,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1253
1995,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,696
1995,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,238
1995,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,74
1995,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,6
1995,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,11
1995,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,6
1995,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
1995,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,6
1995,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,55
1995,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,192
1995,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,400
1995,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,239
1995,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,87
1995,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,15
1995,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,17
1995,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,7
1995,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
1995,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,0
1995,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,7
1995,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,27
1995,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,67
1995,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,132
1995,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,53
1995,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,36
1995,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,12
1995,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,17
1995,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
1995,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,0
1995,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,3
1995,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,4
1995,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,15
1995,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,21
1995,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,40
1995,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,19
1995,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,19
1995,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,13
1995,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
1995,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
1995,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,0
1995,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,0
1995,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,1
1995,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,2
1995,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,6
1995,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,11
1995,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,7
1995,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,7
1995,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
1995,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
1995,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
1995,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
1995,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,1
1995,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,0
1995,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,1
1995,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,2
1995,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,9
1995,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,11
1995,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
1995,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
1995,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
1995,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
1995,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
1995,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
1995,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,0
1995,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,1
1995,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,0
1995,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,6
1996,Total,Grooms Aged Under 20 Years,71
1996,Total,Grooms Aged 20-24 Years,2443
1996,Total,Grooms Aged 25-29 Years,8417
1996,Total,Grooms Aged 30-34 Years,5155
1996,Total,Grooms Aged 35-39 Years,2222
1996,Total,Grooms Aged 40-44 Years,936
1996,Total,Grooms Aged 45-49 Years,393
1996,Total,Grooms Aged 50-54 Years,158
1996,Total,Grooms Aged 55-59 Years,74
1996,Total,Grooms Aged 60 Years & Over,66
1996,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,50
1996,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,231
1996,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,127
1996,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,45
1996,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,18
1996,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,3
1996,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,1
1996,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,0
1996,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,0
1996,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
1996,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,21
1996,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,1738
1996,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,3202
1996,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,1190
1996,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,313
1996,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,81
1996,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,16
1996,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,3
1996,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,0
1996,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,0
1996,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,0
1996,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,431
1996,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,4552
1996,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2501
1996,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,620
1996,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,178
1996,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,57
1996,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,18
1996,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,6
1996,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,4
1996,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
1996,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,34
1996,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,453
1996,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1191
1996,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,816
1996,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,258
1996,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,89
1996,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,21
1996,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,8
1996,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,4
1996,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
1996,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,6
1996,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,62
1996,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,191
1996,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,369
1996,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,256
1996,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,110
1996,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,42
1996,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,14
1996,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,8
1996,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
1996,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,3
1996,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,19
1996,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,32
1996,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,72
1996,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,127
1996,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,80
1996,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,36
1996,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,14
1996,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,8
1996,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
1996,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,0
1996,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,2
1996,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,3
1996,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,11
1996,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,29
1996,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,31
1996,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,28
1996,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,15
1996,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,13
1996,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
1996,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
1996,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,0
1996,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,2
1996,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,3
1996,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,3
1996,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,7
1996,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,7
1996,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,10
1996,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,14
1996,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
1996,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
1996,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
1996,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
1996,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,0
1996,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,1
1996,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,1
1996,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,2
1996,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,7
1996,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,5
1996,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
1996,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
1996,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
1996,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
1996,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
1996,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
1996,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,1
1996,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,1
1996,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,0
1996,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,10
1997,Total,Grooms Aged Under 20 Years,55
1997,Total,Grooms Aged 20-24 Years,2868
1997,Total,Grooms Aged 25-29 Years,9366
1997,Total,Grooms Aged 30-34 Years,5045
1997,Total,Grooms Aged 35-39 Years,2303
1997,Total,Grooms Aged 40-44 Years,952
1997,Total,Grooms Aged 45-49 Years,415
1997,Total,Grooms Aged 50-54 Years,154
1997,Total,Grooms Aged 55-59 Years,84
1997,Total,Grooms Aged 60 Years & Over,58
1997,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,41
1997,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,222
1997,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,103
1997,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,43
1997,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,13
1997,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,3
1997,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,0
1997,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,0
1997,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,0
1997,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
1997,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,14
1997,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,2132
1997,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,3553
1997,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,1066
1997,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,306
1997,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,75
1997,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,24
1997,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,2
1997,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,2
1997,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,0
1997,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,0
1997,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,472
1997,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,5141
1997,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2480
1997,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,716
1997,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,206
1997,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,57
1997,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,17
1997,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,2
1997,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,2
1997,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
1997,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,37
1997,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,492
1997,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1211
1997,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,749
1997,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,256
1997,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,77
1997,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,19
1997,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,10
1997,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,6
1997,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
1997,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,3
1997,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,68
1997,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,187
1997,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,415
1997,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,257
1997,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,95
1997,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,33
1997,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,13
1997,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,5
1997,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
1997,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,1
